item_length,item_width
7.29994618558125,4.86095890600919
5.69943435399382,7.07768114129736
6.06431627911552,5.8712041304669
5.74460327901445,6.15201988644117
6.53605802387028,4.90984597067244
6.19564558641399,6.72769703178894
5.29595318681387,5.63192771470721
5.78738102569842,5.87491629943683
5.69884895729989,4.77237604558412
7.66781786333226,8.02174626755479
6.71774662809899,5.53426713482105
5.16509504583926,4.18243889645795
5.59878060678721,7.31176460634956
6.1383352580998,4.80693243798926
5.7193297297062,7.17417655577126
6.34680451189511,5.30025121521053
3.90112618986958,5.48821926411294
5.75978956605743,7.22537000511376
5.51622807017556,5.48377350092917
5.53678909174711,5.06359031958618
4.84014481751339,6.38332150250209
6.57737126340612,5.76592849828281
6.84412684737988,5.72178217785575
5.00843913787477,5.49971677802904
5.9638262199153,6.0999514908665
6.17428224839182,5.53175568697048
4.67587741589981,4.72065172687627
4.17937501120018,5.30000130213105
4.66065741215055,7.14182945546919
5.16517055069178,6.97034534812716
5.14500653280143,5.77522445639326
6.43420498172226,6.63160727901206
6.12067497524382,4.38512968436115
6.85403623145124,6.52317608326798
7.27010300001516,5.90575782209214
6.30181508594047,6.1141903822109
6.90014625888173,5.41103670353468
5.32293649297506,7.39109552512929
4.94806185443307,6.44370942145962
6.48962381477358,6.05957140276971
5.63470026035326,7.32737676706697
5.8635917354889,7.72236402907268
5.55434169183134,6.89428035262654
5.17455438308163,6.27668254288124
4.45077642368614,7.93417734753121
7.38292159922929,6.81268694375861
6.98401924795302,6.83986765068308
6.48558488860336,4.69034513995434
6.49840715415508,6.48813438085495
5.74406644469663,6.1594516787277
6.29179652068771,5.86355322804862
7.53437824386071,5.80098744241848
4.69425039863977,5.58609247967368
5.38524969502099,7.17284895970004
5.39017884153992,5.33891526717086
5.88913083768311,4.49571064674039
6.69261738550284,6.13313123182118
4.44913657621046,5.4377248634756
6.06722694141036,7.70867884394255
5.41663658972771,5.84452272353657
5.09354822938572,5.62248345604309
5.83587238443589,5.85747891714912
6.04929852279896,6.14234503727558
5.86127489873165,7.55134094599086
4.69073726751542,5.28033078017507
5.76535957073871,6.23152667534556
8.09151856776861,6.47993596117134
5.6753532333089,7.50607662895489
5.6523579616756,5.13006389241131
6.92680314113489,5.04727058011505
5.64163741269598,7.48440283916317
5.94174755480813,4.36234889765489
5.95057807575507,6.1632168517167
5.63314232694606,6.29564308350974
7.01015178822537,7.23186236156803
7.04694964029342,5.5271404019272
7.16960077707622,5.56044501539835
6.54367072462872,4.9150256720901
6.1753085134236,6.28565141863258
5.66259669496386,6.20098085684522
5.92939635456308,5.0618067246087
6.38026885190901,5.35796939203021
4.89466031320758,5.93818409979346
5.15053714406987,6.54128421895067
5.78815862542706,7.45285094057898
6.36359059189327,6.21817457663193
5.47358317809202,4.67072768299835
5.08265708240863,5.43459479053345
6.25741130580539,5.72987667813882
4.9889832026147,5.24350655571841
6.16418444155955,6.8748921035058
6.64103364967057,6.7468911164277
6.44302691294076,4.21244774304239
4.20937945401917,6.75333718901014
5.84642641194996,6.62269543748838
7.40128170974957,5.8162068967686
3.84288605003106,5.45952166201479
6.02141749817536,5.64836418627788
6.33703081643898,6.29455264828238
4.54348424745461,4.97171859197822
5.19733508937285,6.58976008073918
4.86162554714125,5.41017815169717
6.36123444192243,4.9244091625963
5.58030486056834,6.95277978786026
5.4027556977026,5.21350756407672
6.46819437843608,7.0567204301721
4.75838076780892,6.14242649778398
5.00538017016994,6.581678950136
3.53009512355238,5.59700424550712
5.99810802781751,4.76020460476728
5.03024302472608,7.49424781063393
5.05912903921224,7.1286128126443
5.98693309758533,7.498339580086
7.03790261395414,7.66473483827894
4.50793395094693,5.84146777530428
6.11143555039658,4.38326484967432
6.54953780866932,5.00669946525774
6.58021989746471,5.18755942831082
7.10169818652575,6.06958591046177
6.39214652825724,5.38675465030418
4.05509205988427,5.24279309391036
5.36615817838163,7.54781541869278
6.3674915613055,6.15769770215851
5.38005632162626,5.0557488117243
5.2796348477738,6.30521377735315
6.65481459985853,6.30572923243405
5.55785247440875,5.91039959235301
6.39968374719626,6.31478898119562
5.20883888215065,5.4099129969068
5.24305997932765,3.95599473145803
6.66268090180262,5.96424642669201
6.28651363918416,6.01336417516765
4.30075825013073,6.78709818719694
6.39547453375423,8.31262658947645
7.04079475181873,6.49726245332926
6.16648126907966,6.27150502330296
6.63490955082786,5.73429153545757
7.40684930462243,5.96754191984718
5.82640219089178,6.52999929205106
6.55129260184578,5.95047251388388
5.97848784858822,6.32516930357501
5.57946532239431,5.54475703422263
7.93538456695893,6.87282375372146
6.45104549253772,6.83921984114451
4.0988156631679,4.78862721071345
4.09800187967963,5.88318558627863
5.57558610821594,6.12246906465628
5.06781103313577,7.2355120988824
6.37748044246527,5.53744365962515
4.89915316182404,6.17412540224109
5.00317064234272,6.42372570182245
4.83915417835342,7.35340431812262
6.00356154610666,5.59385847268478
6.61026795867582,7.20743992925532
5.60739853501235,5.94950677647533
7.28738060220973,7.53291870693338
6.26374136603943,6.86043184492983
5.67590466307142,6.89894261046362
5.09829822361986,6.19392832117274
7.17781423348458,4.0592519969448
6.06511110680269,6.58037043436124
5.19801680262901,6.85227372499451
6.15982586869707,6.30871352325472
5.01925069907084,6.7260917261175
6.40684291488208,6.46237290943835
4.457208820561,5.77049574986412
4.31449263224366,6.35836995268342
5.85406344041639,6.20666039346056
7.47573191097433,6.99465607423788
5.58545922179405,7.79915106169291
7.08338200380305,6.58849940305917
5.13774115907114,7.48112449493394
5.4662294790512,5.55236281205091
4.53626685008168,6.14135334948617
7.00840285608214,4.91212041127444
5.95975234905454,5.54347310698948
5.63538309876543,4.19609531613866
4.89264747061789,5.57664444406464
6.99546804526549,6.39332962679197
5.8489221609237,5.89768773234232
4.48690839734571,7.82916393297091
7.55687791646364,6.18093596478838
6.85481874723068,5.81284049601032
5.34257772293521,6.15125756368598
4.88347752201921,5.19370939963155
6.92551470471277,6.12932059534916
6.0765820923566,6.2912873688791
6.20901123271343,6.37507544866365
4.8717349707325,5.77090641696931
4.68588261982055,5.67266033007808
6.13573553202627,6.41430904130536
6.08039287170313,4.89685403556256
6.18963314851437,6.16981258076322
5.89065634236847,4.28648523690331
6.62306896020165,5.9085436227781
5.90126503507188,4.94722002039491
6.1214700006069,5.08278265440028
6.22409043424464,5.83384043195448
5.99939534083554,6.84127076717617
6.46332033540682,5.08792022614961
6.40937202120719,6.32916522531715
6.44930488751262,6.95855974693133
4.90043711247359,6.35997560163315
5.34481718822393,5.78835736929247
6.01048280616844,5.66219556841005
6.79232812683841,6.01543521851369
5.48966191029209,6.07317005927062
6.03227887616479,6.51135513688658
7.26649644098943,6.08598361487302
6.06948975713523,4.8031661386387
5.28795878132711,4.29709236545104
5.24299012602091,6.24094049155262
4.74518223270728,6.23786803943892
6.88986330409617,3.66641955439359
6.0891472154422,6.10087465580078
5.6362556793249,6.56987371894098
6.06465016426476,4.9370679523054
4.3274396548409,6.20643126500213
5.94100696361258,6.36812875278559
2.67996276785216,2.77823149034572
0.117702059057983,2.35114871045686
0.455473938028912,1.77457661636383
5.7193430854804,4.76103535815534
4.51098303114937,5.60182878828886
3.72447582169476,0.800486226664455
3.84903370070762,2.98494805759209
4.41722381377838,2.47604375010919
3.20831503830885,3.7462462315884
1.25221325141357,3.08377246181021
0.463472741119247,3.95118891977736
3.41344947911269,0.59244818464138
